file_name,class,name,num_inds,confidence,datetime,media,model
06210027.JPG,7,Red-collared Dove,1.0,0.9397387504577637,2022-07-03 21:01:52,image,color
06210028.JPG,7,Red-collared Dove,1.0,0.9438964128494263,2022-07-03 21:01:53,image,color
06210029.JPG,7,Red-collared Dove,1.0,0.9414509534835815,2022-07-03 21:01:54,image,color
06210030.MP4,7.0,Red-collared Dove,1.0,0.9389962516725063,2022-07-03 21:01:54,video,color
06210031.JPG,7,Red-collared Dove,1.0,0.9092797636985779,2022-07-03 21:01:57,image,color
06210032.JPG,7,Red-collared Dove,1.0,0.9369446039199829,2022-07-03 21:01:57,image,color
06210033.JPG,7,Red-collared Dove,1.0,0.9333863258361816,2022-07-03 21:01:58,image,color
06210034.MP4,7.0,Red-collared Dove,1.0,0.9336318075656891,2022-07-03 21:01:59,video,color
06210035.JPG,7,Red-collared Dove,1.0,0.94150310754776,2022-07-03 21:02:02,image,color
06210036.JPG,7,Red-collared Dove,1.0,0.9394760131835938,2022-07-03 21:02:03,image,color
06210037.JPG,7,Red-collared Dove,1.0,0.945442259311676,2022-07-03 21:02:03,image,color
06210038.MP4,7.0,Red-collared Dove,1.0,0.9351375326514244,2022-07-03 21:02:04,video,color
06210039.JPG,7,Red-collared Dove,1.0,0.931228756904602,2022-07-03 21:02:07,image,color
06210040.JPG,7,Red-collared Dove,1.0,0.9246001243591309,2022-07-03 21:02:07,image,color
06210041.JPG,7,Red-collared Dove,1.0,0.9296966195106506,2022-07-03 21:02:08,image,color
06210042.MP4,7.0,Red-collared Dove,1.0,0.9325960166752338,2022-07-03 21:02:09,video,color
06210043.JPG,7,Red-collared Dove,1.0,0.9359723925590515,2022-07-03 21:02:11,image,color
06210044.JPG,7,Red-collared Dove,1.0,0.9389492869377136,2022-07-03 21:02:12,image,color
06210045.JPG,7,Red-collared Dove,1.0,0.9323732852935791,2022-07-03 21:02:13,image,color
06210046.MP4,7.0,Red-collared Dove,1.0,0.9236322119832039,2022-07-03 21:02:13,video,color
06210047.JPG,7,Red-collared Dove,1.0,0.9116219878196716,2022-07-03 21:02:16,image,color
06210048.JPG,7,Red-collared Dove,1.0,0.93049556016922,2022-07-03 21:02:16,image,color
06210049.JPG,7,Red-collared Dove,1.0,0.9293689727783203,2022-07-03 21:02:18,image,color
06210050.MP4,7.0,Red-collared Dove,1.0,0.9370312802493572,2022-07-03 21:02:18,video,color
06210051.JPG,7,Red-collared Dove,1.0,0.9365268349647522,2022-07-03 21:02:21,image,color
06210052.JPG,7,Red-collared Dove,1.0,0.9065166711807251,2022-07-03 21:02:21,image,color
06210053.JPG,7,Red-collared Dove,1.0,0.9322080612182617,2022-07-03 21:02:22,image,color
06210054.MP4,7.0,Red-collared Dove,1.0,0.9177686981856823,2022-07-03 21:02:23,video,color
06210055.JPG,7,Red-collared Dove,1.0,0.9224987626075745,2022-07-03 21:02:25,image,color
06210056.JPG,7,Red-collared Dove,1.0,0.910155177116394,2022-07-03 21:02:26,image,color
06210057.JPG,7,Red-collared Dove,1.0,0.9137517809867859,2022-07-03 21:02:27,image,color
06210058.MP4,7.0,Red-collared Dove,2.0,0.8881808575242758,2022-07-03 21:02:27,video,color
06210059.JPG,7,Red-collared Dove,1.0,0.9307368993759155,2022-07-03 21:02:30,image,color
06210060.JPG,7,Red-collared Dove,1.0,0.8177872896194458,2022-07-03 21:02:31,image,color
06210061.JPG,7,Red-collared Dove,1.0,0.7492728233337402,2022-07-03 21:02:32,image,color
06210062.MP4,7.0,Red-collared Dove,1.0,0.9271522723138332,2022-07-03 21:02:32,video,color
06210063.JPG,7,Red-collared Dove,1.0,0.9290904402732849,2022-07-03 21:02:35,image,color
06210064.JPG,7,Red-collared Dove,1.0,0.9250423312187195,2022-07-03 21:02:36,image,color
06210065.JPG,7,Red-collared Dove,1.0,0.9274260401725769,2022-07-03 21:02:37,image,color
06210066.MP4,7.0,Red-collared Dove,1.0,0.9299605339765549,2022-07-03 21:02:37,video,color
06210067.JPG,7,Red-collared Dove,1.0,0.9319189190864563,2022-07-03 21:02:40,image,color
06210068.JPG,7,Red-collared Dove,1.0,0.9130639433860779,2022-07-03 21:02:41,image,color
06210069.JPG,7,Red-collared Dove,1.0,0.9294372797012329,2022-07-03 21:02:41,image,color
06210070.MP4,7.0,Red-collared Dove,1.0,0.9274598471820354,2022-07-03 21:02:42,video,color
06210071.JPG,7,Red-collared Dove,1.0,0.9290444254875183,2022-07-03 21:02:45,image,color
06210072.JPG,7,Red-collared Dove,1.0,0.9203458428382874,2022-07-03 21:02:46,image,color
06210073.JPG,7,Red-collared Dove,1.0,0.9321387410163879,2022-07-03 21:02:47,image,color
06210074.MP4,7.0,Red-collared Dove,1.0,0.9343873634934425,2022-07-03 21:02:48,video,color
06210075.JPG,7,Red-collared Dove,1.0,0.9264381527900696,2022-07-03 21:02:50,image,color
06210076.JPG,7,Red-collared Dove,1.0,0.9300580620765686,2022-07-03 21:02:51,image,color
06210077.JPG,7,Red-collared Dove,1.0,0.8826897740364075,2022-07-03 21:02:52,image,color
06210078.MP4,7.0,Red-collared Dove,2.0,0.906474044546485,2022-07-03 21:02:53,video,color
06210079.JPG,7,Red-collared Dove,1.0,0.9317290782928467,2022-07-03 21:02:55,image,color
06210080.JPG,7,Red-collared Dove,1.0,0.9392971992492676,2022-07-03 21:02:56,image,color
06210081.JPG,7,Red-collared Dove,1.0,0.9188644886016846,2022-07-03 21:02:56,image,color
06210082.MP4,7.0,Red-collared Dove,1.0,0.9351045452058315,2022-07-03 21:02:57,video,color
06210083.JPG,7,Red-collared Dove,1.0,0.9386962056159973,2022-07-03 21:03:00,image,color
06210084.JPG,7,Red-collared Dove,1.0,0.9352245330810547,2022-07-03 21:03:00,image,color
06210085.JPG,7,Red-collared Dove,1.0,0.9367656111717224,2022-07-03 21:03:01,image,color
06210086.MP4,7.0,Red-collared Dove,1.0,0.9359315894544125,2022-07-03 21:03:01,video,color
06220087.JPG,7,Red-collared Dove,1.0,0.9408449530601501,2022-07-03 21:03:04,image,color
06220088.JPG,7,Red-collared Dove,1.0,0.9191688895225525,2022-07-03 21:03:05,image,color
06220089.JPG,7,Red-collared Dove,1.0,0.9317323565483093,2022-07-03 21:03:06,image,color
06220090.MP4,2.0,Brown Shrike,1.0,0.4602813720703125,2022-07-03 21:03:07,video,color
06220090.MP4,7.0,Red-collared Dove,1.0,0.911945067346096,2022-07-03 21:03:07,video,color
06220091.JPG,7,Red-collared Dove,1.0,0.9024741649627686,2022-07-03 21:03:09,image,color
06220092.JPG,7,Red-collared Dove,1.0,0.9367304444313049,2022-07-03 21:03:10,image,color
06220093.JPG,7,Red-collared Dove,1.0,0.9318401217460632,2022-07-03 21:03:11,image,color
06220094.MP4,7.0,Red-collared Dove,1.0,0.9309255555272102,2022-07-03 21:03:12,video,color
06220095.JPG,7,Red-collared Dove,1.0,0.9288272857666016,2022-07-03 21:03:15,image,color
06220096.JPG,7,Red-collared Dove,1.0,0.9313384890556335,2022-07-03 21:03:15,image,color
06220097.JPG,7,Red-collared Dove,1.0,0.9191022515296936,2022-07-03 21:03:16,image,color
06220098.MP4,7.0,Red-collared Dove,1.0,0.9241070076823235,2022-07-03 21:03:17,video,color
06220099.JPG,7,Red-collared Dove,1.0,0.9269543290138245,2022-07-03 21:03:19,image,color
06220100.JPG,7,Red-collared Dove,1.0,0.9256500601768494,2022-07-03 21:03:20,image,color
06220101.JPG,7,Red-collared Dove,1.0,0.930249810218811,2022-07-03 21:03:21,image,color
06220102.MP4,2.0,Brown Shrike,1.0,0.42497721314430237,2022-07-03 21:03:22,video,color
06220102.MP4,7.0,Red-collared Dove,1.0,0.9204405506451925,2022-07-03 21:03:22,video,color
06220103.JPG,7,Red-collared Dove,1.0,0.9121963381767273,2022-07-03 21:03:24,image,color
06220104.JPG,7,Red-collared Dove,1.0,0.9227827191352844,2022-07-03 21:03:25,image,color
06220105.JPG,7,Red-collared Dove,1.0,0.9294040203094482,2022-07-03 21:03:25,image,color
06220106.MP4,7.0,Red-collared Dove,1.0,0.9165847539901734,2022-07-03 21:03:26,video,color
06220106.MP4,10.0,Long-tailed Shrike,1.0,0.7461203932762146,2022-07-03 21:03:26,video,color
06220107.JPG,7,Red-collared Dove,1.0,0.9367392063140869,2022-07-03 21:03:29,image,color
06220108.JPG,7,Red-collared Dove,1.0,0.9192916750907898,2022-07-03 21:03:29,image,color
06220109.JPG,7,Red-collared Dove,1.0,0.9279416799545288,2022-07-03 21:03:30,image,color
06220110.MP4,7.0,Red-collared Dove,1.0,0.8956861607730389,2022-07-03 21:03:31,video,color
06220110.MP4,10.0,Long-tailed Shrike,1.0,0.44384410977363586,2022-07-03 21:03:31,video,color
06220111.JPG,7,Red-collared Dove,1.0,0.9240578413009644,2022-07-03 21:03:34,image,color
06220112.JPG,7,Red-collared Dove,1.0,0.8919856548309326,2022-07-03 21:03:35,image,color
06220113.JPG,7,Red-collared Dove,1.0,0.9093726277351379,2022-07-03 21:03:36,image,color
06220114.MP4,7.0,Red-collared Dove,1.0,0.9222749695181847,2022-07-03 21:03:37,video,color
06220115.JPG,7,Red-collared Dove,1.0,0.9185929894447327,2022-07-03 21:03:39,image,color
06220116.JPG,7,Red-collared Dove,1.0,0.9071051478385925,2022-07-03 21:03:40,image,color
06220117.JPG,7,Red-collared Dove,1.0,0.9098078012466431,2022-07-03 21:03:41,image,color
06220118.MP4,7.0,Red-collared Dove,1.0,0.9304542206227779,2022-07-03 21:03:42,video,color
06220119.JPG,7,Red-collared Dove,1.0,0.9319040775299072,2022-07-03 21:03:44,image,color
06220120.JPG,7,Red-collared Dove,1.0,0.928094208240509,2022-07-03 21:03:45,image,color
06220121.JPG,7,Red-collared Dove,1.0,0.9310299754142761,2022-07-03 21:03:45,image,color
06220122.MP4,7.0,Red-collared Dove,1.0,0.9206906370818615,2022-07-03 21:03:46,video,color
06220123.JPG,7,Red-collared Dove,1.0,0.9180359244346619,2022-07-03 21:03:49,image,color
06220124.JPG,7,Red-collared Dove,1.0,0.9373732805252075,2022-07-03 21:03:49,image,color
06220125.JPG,7,Red-collared Dove,1.0,0.9323947429656982,2022-07-03 21:03:50,image,color
06220126.MP4,7.0,Red-collared Dove,1.0,0.9229566380381584,2022-07-03 21:03:51,video,color
06220127.JPG,7,Red-collared Dove,1.0,0.9255440831184387,2022-07-03 21:03:54,image,color
06220128.JPG,7,Red-collared Dove,1.0,0.9231505990028381,2022-07-03 21:03:55,image,color
06220129.JPG,7,Red-collared Dove,1.0,0.9244866967201233,2022-07-03 21:03:56,image,color
06220130.MP4,7.0,Red-collared Dove,1.0,0.9165600128471851,2022-07-03 21:03:57,video,color
06220131.JPG,7,Red-collared Dove,1.0,0.9135420918464661,2022-07-03 21:04:00,image,color
06220132.JPG,7,Red-collared Dove,1.0,0.9194991588592529,2022-07-03 21:04:01,image,color
06220133.JPG,7,Red-collared Dove,1.0,0.9171977043151855,2022-07-03 21:04:02,image,color
06220134.MP4,7.0,Red-collared Dove,1.0,0.9112884439527988,2022-07-03 21:04:02,video,color
06220135.JPG,7,Red-collared Dove,1.0,0.9195704460144043,2022-07-03 21:04:05,image,color
06220136.JPG,7,Red-collared Dove,1.0,0.8925138711929321,2022-07-03 21:04:06,image,color
06220137.JPG,7,Red-collared Dove,1.0,0.9148761034011841,2022-07-03 21:04:06,image,color
06220138.MP4,7.0,Red-collared Dove,1.0,0.8558865562081337,2022-07-03 21:04:07,video,color
06220139.JPG,7,Red-collared Dove,1.0,0.9218559265136719,2022-07-03 21:04:09,image,color
06220140.JPG,7,Red-collared Dove,1.0,0.9300175905227661,2022-07-03 21:04:10,image,color
06220141.JPG,7,Red-collared Dove,1.0,0.9219885468482971,2022-07-03 21:04:11,image,color
06220142.MP4,7.0,Red-collared Dove,1.0,0.8906429074704647,2022-07-03 21:04:11,video,color
06220143.JPG,7,Red-collared Dove,1.0,0.9093936681747437,2022-07-03 21:04:12,image,color
06220144.JPG,7,Red-collared Dove,1.0,0.923524022102356,2022-07-03 21:04:12,image,color
06220145.JPG,7,Red-collared Dove,1.0,0.9099656343460083,2022-07-03 21:04:12,image,color
06220146.MP4,7.0,Red-collared Dove,1.0,0.8986596584320068,2022-07-03 21:04:12,video,color
06220146.MP4,10.0,Long-tailed Shrike,1.0,0.6211173137029012,2022-07-03 21:04:12,video,color
06220147.JPG,7,Red-collared Dove,1.0,0.9007834196090698,2022-07-03 21:04:15,image,color
06220148.JPG,7,Red-collared Dove,1.0,0.944987952709198,2022-07-03 21:04:15,image,color
06220149.JPG,7,Red-collared Dove,1.0,0.9461798667907715,2022-07-03 21:04:15,image,color
06220150.MP4,7.0,Red-collared Dove,1.0,0.9139428697526455,2022-07-03 21:04:15,video,color
06220151.JPG,7,Red-collared Dove,1.0,0.9345977306365967,2022-07-03 21:04:17,image,color
06220152.JPG,7,Red-collared Dove,1.0,0.9257208108901978,2022-07-03 21:04:17,image,color
06220153.JPG,7,Red-collared Dove,1.0,0.925208568572998,2022-07-03 21:04:17,image,color
06220154.MP4,2.0,Brown Shrike,1.0,0.438888855278492,2022-07-03 21:04:17,video,color
06220154.MP4,7.0,Red-collared Dove,1.0,0.7625128328800201,2022-07-03 21:04:17,video,color
06220154.MP4,10.0,Long-tailed Shrike,1.0,0.580418586730957,2022-07-03 21:04:17,video,color
06220155.JPG,7,Red-collared Dove,1.0,0.92904132604599,2022-07-03 21:04:19,image,color
06220156.JPG,7,Red-collared Dove,1.0,0.9226146340370178,2022-07-03 21:04:19,image,color
06220157.JPG,7,Red-collared Dove,1.0,0.9092907905578613,2022-07-03 21:04:19,image,color
06220158.MP4,7.0,Red-collared Dove,1.0,0.8951931595802307,2022-07-03 21:04:20,video,color
06220159.JPG,7,Red-collared Dove,1.0,0.9482976794242859,2022-07-03 21:04:23,image,color
06220160.JPG,7,Red-collared Dove,1.0,0.9294622540473938,2022-07-03 21:04:24,image,color
06220161.JPG,7,Red-collared Dove,1.0,0.9341241717338562,2022-07-03 21:04:25,image,color
06220162.MP4,7.0,Red-collared Dove,1.0,0.9243689104914665,2022-07-03 21:04:25,video,color
06220163.JPG,7,Red-collared Dove,1.0,0.93516606092453,2022-07-03 21:04:27,image,color
06220164.JPG,7,Red-collared Dove,1.0,0.9285086393356323,2022-07-03 21:04:27,image,color
06220165.JPG,7,Red-collared Dove,1.0,0.9312600493431091,2022-07-03 21:04:27,image,color
06220166.MP4,7.0,Red-collared Dove,1.0,0.9233804158866405,2022-07-03 21:04:27,video,color
06220167.JPG,7,Red-collared Dove,1.0,0.9373394846916199,2022-07-03 21:04:29,image,color
06220168.JPG,7,Red-collared Dove,1.0,0.9361960887908936,2022-07-03 21:04:29,image,color
06220169.JPG,7,Red-collared Dove,1.0,0.9420740008354187,2022-07-03 21:04:29,image,color
06220170.MP4,7.0,Red-collared Dove,1.0,0.9289507791399956,2022-07-03 21:04:29,video,color
06220171.JPG,7,Red-collared Dove,1.0,0.9280771613121033,2022-07-03 21:04:30,image,color
06220172.JPG,7,Red-collared Dove,1.0,0.9285439252853394,2022-07-03 21:04:30,image,color
06220173.JPG,7,Red-collared Dove,1.0,0.9227623343467712,2022-07-03 21:04:30,image,color
06220174.MP4,7.0,Red-collared Dove,1.0,0.9235724844038486,2022-07-03 21:04:30,video,color
06220175.JPG,7,Red-collared Dove,1.0,0.9130324125289917,2022-07-03 21:04:33,image,color
06220176.JPG,7,Red-collared Dove,1.0,0.9084926843643188,2022-07-03 21:04:34,image,color
06220177.JPG,7,Red-collared Dove,1.0,0.9118679165840149,2022-07-03 21:04:34,image,color
06220178.MP4,7.0,Red-collared Dove,1.0,0.8853079862892628,2022-07-03 21:04:35,video,color
06220179.JPG,7,Red-collared Dove,1.0,0.8172842264175415,2022-07-03 21:04:38,image,color
06220180.JPG,7,Red-collared Dove,1.0,0.8855953216552734,2022-07-03 21:04:39,image,color
06220181.JPG,7,Red-collared Dove,1.0,0.9218088984489441,2022-07-03 21:04:39,image,color
06220182.MP4,2.0,Brown Shrike,1.0,0.546525165438652,2022-07-03 21:04:40,video,color
06220182.MP4,7.0,Red-collared Dove,1.0,0.9173091224261692,2022-07-03 21:04:40,video,color
06220182.MP4,10.0,Long-tailed Shrike,1.0,0.7291741669178009,2022-07-03 21:04:40,video,color
06220183.JPG,7,Red-collared Dove,1.0,0.9304793477058411,2022-07-03 21:04:43,image,color
06220184.JPG,7,Red-collared Dove,1.0,0.9231196641921997,2022-07-03 21:04:44,image,color
06220185.JPG,7,Red-collared Dove,1.0,0.9220808744430542,2022-07-03 21:04:44,image,color
06220186.MP4,2.0,Brown Shrike,1.0,0.66919806599617,2022-07-03 21:04:45,video,color
06220186.MP4,7.0,Red-collared Dove,1.0,0.8726739048957824,2022-07-03 21:04:45,video,color
06220187.JPG,7,Red-collared Dove,1.0,0.9407699704170227,2022-07-03 21:04:48,image,color
06220188.JPG,7,Red-collared Dove,1.0,0.922331690788269,2022-07-03 21:04:49,image,color
06220189.JPG,7,Red-collared Dove,1.0,0.9303933382034302,2022-07-03 21:04:49,image,color
06220190.MP4,7.0,Red-collared Dove,1.0,0.9229028858244419,2022-07-03 21:04:50,video,color
06220191.JPG,7,Red-collared Dove,1.0,0.9347602128982544,2022-07-03 21:04:53,image,color
06220192.JPG,7,Red-collared Dove,1.0,0.9210792183876038,2022-07-03 21:04:54,image,color
06220193.JPG,7,Red-collared Dove,1.0,0.9251552820205688,2022-07-03 21:04:55,image,color
06220194.MP4,7.0,Red-collared Dove,1.0,0.8836130031517574,2022-07-03 21:04:55,video,color
06220194.MP4,10.0,Long-tailed Shrike,1.0,0.7890815337498983,2022-07-03 21:04:55,video,color
06220195.JPG,7,Red-collared Dove,1.0,0.9367451667785645,2022-07-03 21:04:58,image,color
06220196.JPG,7,Red-collared Dove,1.0,0.9351733326911926,2022-07-03 21:04:58,image,color
06220197.JPG,7,Red-collared Dove,1.0,0.9352466464042664,2022-07-03 21:04:59,image,color
06220198.MP4,7.0,Red-collared Dove,1.0,0.9294008053839207,2022-07-03 21:04:59,video,color
06220199.JPG,7,Red-collared Dove,1.0,0.9233397841453552,2022-07-03 21:05:03,image,color
06220200.JPG,7,Red-collared Dove,1.0,0.927763819694519,2022-07-03 21:05:03,image,color
06220201.JPG,7,Red-collared Dove,1.0,0.9453805685043335,2022-07-03 21:05:04,image,color
06220202.MP4,7.0,Red-collared Dove,1.0,0.9390982730048043,2022-07-03 21:05:05,video,color
06220203.JPG,7,Red-collared Dove,1.0,0.933184027671814,2022-07-03 21:05:08,image,color
06220204.JPG,7,Red-collared Dove,1.0,0.9275422692298889,2022-07-03 21:05:09,image,color
06220205.JPG,7,Red-collared Dove,1.0,0.9288961291313171,2022-07-03 21:05:09,image,color
06220206.MP4,7.0,Red-collared Dove,1.0,0.928214468061924,2022-07-03 21:05:10,video,color
06220207.JPG,7,Red-collared Dove,1.0,0.9336054921150208,2022-07-03 21:05:13,image,color
06220208.JPG,7,Red-collared Dove,1.0,0.9331223368644714,2022-07-03 21:05:14,image,color
06220209.JPG,7,Red-collared Dove,1.0,0.9307535290718079,2022-07-03 21:05:14,image,color
06220210.MP4,7.0,Red-collared Dove,1.0,0.8936730027198792,2022-07-03 21:05:15,video,color
06220211.JPG,7,Red-collared Dove,1.0,0.9185695648193359,2022-07-03 21:05:18,image,color
06220212.JPG,7,Red-collared Dove,1.0,0.930435299873352,2022-07-03 21:05:19,image,color
06220213.JPG,7,Red-collared Dove,1.0,0.9268395900726318,2022-07-03 21:05:20,image,color
06220214.MP4,7.0,Red-collared Dove,1.0,0.8575980179011822,2022-07-03 21:05:21,video,color
06220215.JPG,7,Red-collared Dove,1.0,0.8817225098609924,2022-07-03 21:05:24,image,color
06220216.JPG,7,Red-collared Dove,1.0,0.9196969866752625,2022-07-03 21:05:24,image,color
06220217.JPG,7,Red-collared Dove,1.0,0.9283726811408997,2022-07-03 21:05:25,image,color
06220218.MP4,7.0,Red-collared Dove,1.0,0.8736879266798496,2022-07-03 21:05:26,video,color
06220219.JPG,7,Red-collared Dove,1.0,0.9012487530708313,2022-07-03 21:05:29,image,color
06220220.JPG,7,Red-collared Dove,1.0,0.9001845121383667,2022-07-03 21:05:30,image,color
06220221.JPG,7,Red-collared Dove,1.0,0.8999047875404358,2022-07-03 21:05:31,image,color
06220222.MP4,7.0,Red-collared Dove,1.0,0.8812788613140583,2022-07-03 21:05:32,video,color
06220223.JPG,7,Red-collared Dove,1.0,0.9035524725914001,2022-07-03 21:05:34,image,color
06220224.JPG,7,Red-collared Dove,1.0,0.9269482493400574,2022-07-03 21:05:35,image,color
06220225.JPG,7,Red-collared Dove,1.0,0.9241055250167847,2022-07-03 21:05:36,image,color
06220226.MP4,7.0,Red-collared Dove,1.0,0.8752992041409016,2022-07-03 21:05:37,video,color
06220227.JPG,7,Red-collared Dove,1.0,0.9219904541969299,2022-07-03 21:05:40,image,color
06220228.JPG,7,Red-collared Dove,1.0,0.9253640174865723,2022-07-03 21:05:41,image,color
06220229.JPG,7,Red-collared Dove,1.0,0.9171000123023987,2022-07-03 21:05:41,image,color
06220230.MP4,7.0,Red-collared Dove,1.0,0.8949780762195587,2022-07-03 21:05:42,video,color
06220231.JPG,7,Red-collared Dove,1.0,0.9223840236663818,2022-07-03 21:05:46,image,color
06220232.JPG,7,Red-collared Dove,1.0,0.932294487953186,2022-07-03 21:05:47,image,color
06220233.JPG,7,Red-collared Dove,1.0,0.9397271871566772,2022-07-03 21:05:47,image,color
06220234.MP4,7.0,Red-collared Dove,1.0,0.8565932456403971,2022-07-03 21:05:48,video,color
06220234.MP4,10.0,Long-tailed Shrike,1.0,0.6411794424057007,2022-07-03 21:05:48,video,color
06220235.JPG,7,Red-collared Dove,1.0,0.9372560381889343,2022-07-03 21:05:51,image,color
06220236.JPG,7,Red-collared Dove,1.0,0.9261505007743835,2022-07-03 21:05:52,image,color
06220237.JPG,7,Red-collared Dove,1.0,0.8727430701255798,2022-07-03 21:05:52,image,color
06220238.MP4,7.0,Red-collared Dove,1.0,0.9074417278170586,2022-07-03 21:05:53,video,color
06220239.JPG,7,Red-collared Dove,1.0,0.9328157901763916,2022-07-03 21:05:56,image,color
06220240.JPG,7,Red-collared Dove,1.0,0.9312485456466675,2022-07-03 21:05:56,image,color
06220241.JPG,7,Red-collared Dove,1.0,0.9291484951972961,2022-07-03 21:05:57,image,color
06220242.MP4,7.0,Red-collared Dove,1.0,0.9306853748857975,2022-07-03 21:05:58,video,color
06220243.JPG,7,Red-collared Dove,1.0,0.9339432716369629,2022-07-03 21:06:01,image,color
06220244.JPG,7,Red-collared Dove,1.0,0.9204855561256409,2022-07-03 21:06:01,image,color
06220245.JPG,7,Red-collared Dove,1.0,0.9312611818313599,2022-07-03 21:06:02,image,color
06220246.MP4,7.0,Red-collared Dove,1.0,0.9216338582336903,2022-07-03 21:06:03,video,color
06220247.JPG,7,Red-collared Dove,1.0,0.9267918467521667,2022-07-03 21:06:06,image,color
06220248.JPG,7,Red-collared Dove,1.0,0.9230064153671265,2022-07-03 21:06:06,image,color
06220249.JPG,7,Red-collared Dove,1.0,0.9065741896629333,2022-07-03 21:06:06,image,color
06220250.MP4,2.0,Brown Shrike,1.0,0.5764800757169724,2022-07-03 21:06:07,video,color
06220250.MP4,7.0,Red-collared Dove,1.0,0.79886962659657,2022-07-03 21:06:07,video,color
06220250.MP4,10.0,Long-tailed Shrike,1.0,0.6485960781574249,2022-07-03 21:06:07,video,color
06220251.JPG,7,Red-collared Dove,1.0,0.9287051558494568,2022-07-03 21:06:10,image,color
06220252.JPG,7,Red-collared Dove,1.0,0.93696129322052,2022-07-03 21:06:10,image,color
06220253.JPG,7,Red-collared Dove,1.0,0.9065369963645935,2022-07-03 21:06:11,image,color
06220254.MP4,7.0,Red-collared Dove,1.0,0.9073001742362976,2022-07-03 21:06:12,video,color
06220254.MP4,10.0,Long-tailed Shrike,1.0,0.3781006932258606,2022-07-03 21:06:12,video,color
06220255.JPG,7,Red-collared Dove,1.0,0.9246235489845276,2022-07-03 21:06:14,image,color
06220256.JPG,7,Red-collared Dove,1.0,0.9402225613594055,2022-07-03 21:06:15,image,color
06220257.JPG,7,Red-collared Dove,1.0,0.9408895969390869,2022-07-03 21:06:16,image,color
06220258.MP4,7.0,Red-collared Dove,1.0,0.9299694299697876,2022-07-03 21:06:16,video,color
06220259.JPG,7,Red-collared Dove,1.0,0.9314815402030945,2022-07-03 21:06:20,image,color
06220260.JPG,7,Red-collared Dove,1.0,0.9359179735183716,2022-07-03 21:06:21,image,color
06220261.JPG,7,Red-collared Dove,1.0,0.9376479983329773,2022-07-03 21:06:22,image,color
06220262.MP4,2.0,Brown Shrike,1.0,0.6600634455680847,2022-07-03 21:06:22,video,color
06220262.MP4,7.0,Red-collared Dove,1.0,0.9124532699584961,2022-07-03 21:06:22,video,color
06220262.MP4,10.0,Long-tailed Shrike,1.0,0.7417285442352295,2022-07-03 21:06:22,video,color
06220263.JPG,7,Red-collared Dove,1.0,0.9287686944007874,2022-07-03 21:06:25,image,color
06220264.JPG,7,Red-collared Dove,1.0,0.9249839186668396,2022-07-03 21:06:26,image,color
06220265.JPG,7,Red-collared Dove,1.0,0.9274864792823792,2022-07-03 21:06:26,image,color
06220266.MP4,7.0,Red-collared Dove,1.0,0.9234175942838192,2022-07-03 21:06:27,video,color
06220267.JPG,7,Red-collared Dove,1.0,0.9078149199485779,2022-07-03 21:06:29,image,color
06220268.JPG,7,Red-collared Dove,1.0,0.9357791543006897,2022-07-03 21:06:30,image,color
06220269.JPG,7,Red-collared Dove,1.0,0.9071800708770752,2022-07-03 21:06:31,image,color
06220270.MP4,7.0,Red-collared Dove,1.0,0.9245251379907131,2022-07-03 21:06:32,video,color
